"id","n","data_q","fit_q","algo","rep","logZ","eps","iters","secs","status"
"n100_d2_f4_abc_r21",100,2,4,"ABC-SMC",21,-98.2208861218117,1,21,62.970056772232,"ok"
"n100_d2_f4_abc_r22",100,2,4,"ABC-SMC",22,-96.4087176360057,1,22,62.9372398853302,"ok"
"n100_d2_f4_abc_r23",100,2,4,"ABC-SMC",23,-94.8655548022522,1,24,71.5438439846039,"ok"
"n100_d2_f4_abc_r24",100,2,4,"ABC-SMC",24,-85.1042330125479,1,16,40.2957508563995,"ok"
"n100_d2_f4_abc_r25",100,2,4,"ABC-SMC",25,-91.5453345186179,1,22,58.7041759490967,"ok"
"n100_d2_f4_abc_r26",100,2,4,"ABC-SMC",26,-97.9144124026341,1,20,56.7189879417419,"ok"
"n100_d2_f4_abc_r27",100,2,4,"ABC-SMC",27,-97.8314572457608,1,21,59.7119328975677,"ok"
"n100_d2_f4_abc_r28",100,2,4,"ABC-SMC",28,-92.3072394418749,1,20,50.6080319881439,"ok"
"n100_d2_f4_abc_r29",100,2,4,"ABC-SMC",29,-92.8018250756526,1,23,62.3797240257263,"ok"
"n100_d2_f4_abc_r30",100,2,4,"ABC-SMC",30,-96.4772585444971,1,22,57.9684660434723,"ok"
"n100_d2_f4_reg_r01",100,2,4,"RE-gaussian",1,-72.185480865389,1,16,129.448338031769,"ok"
"n100_d2_f4_reg_r02",100,2,4,"RE-gaussian",2,-72.3855042334416,1,16,97.429034948349,"ok"
"n100_d2_f4_reg_r03",100,2,4,"RE-gaussian",3,-71.710660327659,1,15,101.174592971802,"ok"
"n100_d2_f4_reg_r04",100,2,4,"RE-gaussian",4,-71.9597084045262,1,16,105.927917957306,"ok"
"n100_d2_f4_reg_r05",100,2,4,"RE-gaussian",5,-72.1827258488713,1,16,98.3334109783173,"ok"
"n100_d2_f4_reg_r06",100,2,4,"RE-gaussian",6,-72.1622219519369,1,16,145.565667152405,"ok"
"n100_d2_f4_reg_r07",100,2,4,"RE-gaussian",7,-72.1372664896569,1,16,159.144275903702,"ok"
"n100_d2_f4_reg_r08",100,2,4,"RE-gaussian",8,-72.0567907591782,1,16,160.31128692627,"ok"
"n100_d2_f4_reg_r09",100,2,4,"RE-gaussian",9,-71.7821283792402,1,16,147.348890781403,"ok"
"n100_d2_f4_reg_r10",100,2,4,"RE-gaussian",10,-71.9742644793528,1,15,121.562849998474,"ok"
"n100_d2_f4_reg_r11",100,2,4,"RE-gaussian",11,-72.5648314394313,1,16,123.473190069199,"ok"
"n100_d2_f4_reg_r12",100,2,4,"RE-gaussian",12,-71.9511641913349,1,15,111.590951919556,"ok"
"n100_d2_f4_reg_r13",100,2,4,"RE-gaussian",13,-71.8514265671111,1,16,115.10555100441,"ok"
"n100_d2_f4_reg_r14",100,2,4,"RE-gaussian",14,-72.2949628639716,1,16,115.241121053696,"ok"
"n100_d2_f4_reg_r15",100,2,4,"RE-gaussian",15,-72.0062865125236,1,16,139.61624789238,"ok"
"n100_d2_f4_reg_r16",100,2,4,"RE-gaussian",16,-72.4269914374995,1,16,113.475581884384,"ok"
"n100_d2_f4_reg_r17",100,2,4,"RE-gaussian",17,-71.9864504184245,1,15,105.03319311142,"ok"
"n100_d2_f4_reg_r18",100,2,4,"RE-gaussian",18,-71.9922852755886,1,16,130.521358013153,"ok"
"n100_d2_f4_reg_r19",100,2,4,"RE-gaussian",19,-72.3921833847318,1,16,130.221040010452,"ok"
"n100_d2_f4_reg_r20",100,2,4,"RE-gaussian",20,-72.2971814759299,1,16,104.208436012268,"ok"
"n100_d2_f4_reg_r21",100,2,4,"RE-gaussian",21,-72.1367175327387,1,16,104.752187013626,"ok"
"n100_d2_f4_reg_r22",100,2,4,"RE-gaussian",22,-71.835412170334,1,16,104.057131052017,"ok"
"n100_d2_f4_reg_r23",100,2,4,"RE-gaussian",23,-72.4666771730078,1,16,97.7852549552917,"ok"
"n100_d2_f4_reg_r24",100,2,4,"RE-gaussian",24,-71.8827308488959,1,16,90.819983959198,"ok"
"n100_d2_f4_reg_r25",100,2,4,"RE-gaussian",25,-72.0801103116369,1,16,98.0964319705963,"ok"
"n100_d2_f4_reg_r26",100,2,4,"RE-gaussian",26,-72.0162611611865,1,15,100.802501916885,"ok"
"n100_d2_f4_reg_r27",100,2,4,"RE-gaussian",27,-71.9958953478496,1,15,100.981730937958,"ok"
"n100_d2_f4_reg_r28",100,2,4,"RE-gaussian",28,-72.2060552918928,1,16,103.368563890457,"ok"
"n100_d2_f4_reg_r29",100,2,4,"RE-gaussian",29,-71.7898074635664,1,15,97.2463040351868,"ok"
"n100_d2_f4_reg_r30",100,2,4,"RE-gaussian",30,-71.9639641587694,1,16,104.272346973419,"ok"
"n100_d2_f4_rpm_r01",100,2,4,"RE-pcnmala",1,-72.6210883883077,1,17,818.823086977005,"ok"
"n100_d2_f4_rpm_r02",100,2,4,"RE-pcnmala",2,-73.2252044748451,1,17,815.535262107849,"ok"
"n100_d2_f4_rpm_r03",100,2,4,"RE-pcnmala",3,-72.7067783759377,1,17,821.351127147675,"ok"
"n100_d2_f4_rpm_r04",100,2,4,"RE-pcnmala",4,-73.3969908344974,1,16,820.099884033203,"ok"
"n100_d2_f4_rpm_r05",100,2,4,"RE-pcnmala",5,-72.3246569185405,1,17,778.224311828613,"ok"
"n100_d2_f4_rpm_r06",100,2,4,"RE-pcnmala",6,-73.1223835567459,1,17,1221.16180181503,"ok"
"n100_d2_f4_rpm_r07",100,2,4,"RE-pcnmala",7,-72.8425310518232,1,17,1231.58787989616,"ok"
"n100_d2_f4_rpm_r08",100,2,4,"RE-pcnmala",8,-72.7565873196753,1,16,1307.14211010933,"ok"
"n100_d2_f4_rpm_r09",100,2,4,"RE-pcnmala",9,-73.0951868509468,1,17,1217.83012604713,"ok"
"n100_d2_f4_rpm_r10",100,2,4,"RE-pcnmala",10,-72.8917845350092,1,16,1229.2818300724,"ok"
"n100_d2_f4_rpm_r11",100,2,4,"RE-pcnmala",11,-73.5362403503899,1,16,1236.97288298607,"ok"
"n100_d2_f4_rpm_r12",100,2,4,"RE-pcnmala",12,-73.1508283091732,1,17,1245.99375891685,"ok"
"n100_d2_f4_rpm_r13",100,2,4,"RE-pcnmala",13,-72.8507379697843,1,17,1280.70231890678,"ok"
"n100_d2_f4_rpm_r14",100,2,4,"RE-pcnmala",14,-73.0555239996543,1,17,1456.31193304062,"ok"
"n100_d2_f4_rpm_r15",100,2,4,"RE-pcnmala",15,-73.4779867945499,1,16,1464.41727900505,"ok"
"n100_d2_f4_rpm_r16",100,2,4,"RE-pcnmala",16,-72.3806043320924,1,17,1326.32641792297,"ok"
"n100_d2_f4_rpm_r17",100,2,4,"RE-pcnmala",17,-73.2029003293754,1,17,1372.75557112694,"ok"
"n100_d2_f4_rpm_r18",100,2,4,"RE-pcnmala",18,-72.9904614263904,1,17,1415.80993914604,"ok"
"n100_d2_f4_rpm_r19",100,2,4,"RE-pcnmala",19,-73.6029524162474,1,17,1425.22594499588,"ok"
"n100_d2_f4_rpm_r20",100,2,4,"RE-pcnmala",20,-73.3314647591332,1,17,1281.76354193687,"ok"
"n100_d2_f4_rpm_r21",100,2,4,"RE-pcnmala",21,-73.6019462659859,1,17,1342.44439005852,"ok"
"n100_d2_f4_rpm_r22",100,2,4,"RE-pcnmala",22,-73.0103192498476,1,17,1342.48036408424,"ok"
"n100_d2_f4_rpm_r23",100,2,4,"RE-pcnmala",23,-72.7381086227234,1,17,1162.67050004005,"ok"
"n100_d2_f4_rpm_r24",100,2,4,"RE-pcnmala",24,-72.6778287656122,1,17,1209.65477395058,"ok"
"n100_d2_f4_rpm_r25",100,2,4,"RE-pcnmala",25,-73.0228706976513,1,17,1301.40074300766,"ok"
"n100_d2_f4_rpm_r26",100,2,4,"RE-pcnmala",26,-72.7970477613848,1,16,1163.80767416954,"ok"
"n100_d2_f4_rpm_r27",100,2,4,"RE-pcnmala",27,-73.4406362307039,1,16,863.267651081085,"ok"
"n100_d2_f4_rpm_r28",100,2,4,"RE-pcnmala",28,-72.8595364984017,1,17,1087.45729804039,"ok"
"n100_d2_f4_rpm_r29",100,2,4,"RE-pcnmala",29,-72.1799360816646,1,17,1036.32042002678,"ok"
"n100_d2_f4_rpm_r30",100,2,4,"RE-pcnmala",30,-72.7953706497785,1,18,1237.24950885773,"ok"
"n100_d3_f2_abc_r01",100,3,2,"ABC-SMC",1,-77.9553942458989,1,20,36.0335891246796,"ok"
"n100_d3_f2_abc_r02",100,3,2,"ABC-SMC",2,-79.7665499014881,1,18,29.6103720664978,"ok"
"n100_d3_f2_abc_r03",100,3,2,"ABC-SMC",3,-78.2440721924446,1,17,24.8622870445251,"ok"
"n100_d3_f2_abc_r04",100,3,2,"ABC-SMC",4,-74.2413092329816,1,15,23.3397789001465,"ok"
"n100_d3_f2_abc_r05",100,3,2,"ABC-SMC",5,-77.5009086115179,1,20,36.5327758789062,"ok"
"n100_d3_f2_abc_r06",100,3,2,"ABC-SMC",6,-76.0626870713994,1,16,23.8144419193268,"ok"
"n100_d3_f2_abc_r07",100,3,2,"ABC-SMC",7,-82.9963154445322,1,19,34.8955159187317,"ok"
"n100_d3_f2_abc_r08",100,3,2,"ABC-SMC",8,-82.0407896610921,1,15,23.8667969703674,"ok"
"n100_d3_f2_abc_r09",100,3,2,"ABC-SMC",9,-76.9607238893099,1,20,31.2343208789825,"ok"
"n100_d3_f2_abc_r10",100,3,2,"ABC-SMC",10,-78.5994275930721,1,19,31.5760400295258,"ok"
"n100_d3_f2_abc_r11",100,3,2,"ABC-SMC",11,-77.9691957658817,1,19,31.4547200202942,"ok"
"n100_d3_f2_abc_r12",100,3,2,"ABC-SMC",12,-82.1581482540454,1,19,34.8572430610657,"ok"
"n100_d3_f2_abc_r13",100,3,2,"ABC-SMC",13,-74.389798021724,1,20,31.1715950965881,"ok"
"n100_d3_f2_abc_r14",100,3,2,"ABC-SMC",14,-81.4743796492349,1,17,30.7525448799133,"ok"
"n100_d3_f2_abc_r15",100,3,2,"ABC-SMC",15,-77.5439126004618,1,16,25.7858171463013,"ok"
"n100_d3_f2_abc_r16",100,3,2,"ABC-SMC",16,-81.3306345836208,1,17,31.5009670257568,"ok"
"n100_d3_f2_abc_r17",100,3,2,"ABC-SMC",17,-80.2397792057131,1,19,30.6238260269165,"ok"
"n100_d3_f2_abc_r18",100,3,2,"ABC-SMC",18,-79.3442384035506,1,17,30.3040800094604,"ok"
"n100_d3_f2_abc_r19",100,3,2,"ABC-SMC",19,-79.1961950013683,1,17,27.4398109912872,"ok"
"n100_d3_f2_abc_r20",100,3,2,"ABC-SMC",20,-78.5255018202716,1,18,33.1017200946808,"ok"
"n100_d3_f2_abc_r21",100,3,2,"ABC-SMC",21,-79.3039831481253,1,18,32.5471489429474,"ok"
"n100_d3_f2_abc_r22",100,3,2,"ABC-SMC",22,-82.0973095206278,1,16,25.894287109375,"ok"
"n100_d3_f2_abc_r23",100,3,2,"ABC-SMC",23,-79.9091888938783,1,17,35.6284699440002,"ok"
"n100_d3_f2_abc_r24",100,3,2,"ABC-SMC",24,-76.1259660880211,1,16,28.916100025177,"ok"
"n100_d3_f2_abc_r25",100,3,2,"ABC-SMC",25,-79.8399664526863,1,18,34.2227630615234,"ok"
"n100_d3_f2_abc_r26",100,3,2,"ABC-SMC",26,-80.0268054585625,1,20,36.5135819911957,"ok"
"n100_d3_f2_abc_r27",100,3,2,"ABC-SMC",27,-81.0963125368019,1,18,30.2711670398712,"ok"
"n100_d3_f2_abc_r28",100,3,2,"ABC-SMC",28,-78.9969933885758,1,19,30.7653930187225,"ok"
"n100_d3_f2_abc_r29",100,3,2,"ABC-SMC",29,-76.8039504008862,1,21,35.8795671463013,"ok"
"n100_d3_f2_abc_r30",100,3,2,"ABC-SMC",30,-80.4056722647859,1,17,29.5534930229187,"ok"
"n100_d3_f2_reg_r01",100,3,2,"RE-gaussian",1,-67.5015985351246,1,12,89.6405799388885,"ok"
"n100_d3_f2_reg_r02",100,3,2,"RE-gaussian",2,-67.304908100246,1,12,88.7541019916534,"ok"
"n100_d3_f2_reg_r03",100,3,2,"RE-gaussian",3,-67.2240195189114,1,12,86.9981279373169,"ok"
"n100_d3_f2_reg_r04",100,3,2,"RE-gaussian",4,-67.1862030453186,1,12,88.5920779705048,"ok"
"n100_d3_f2_reg_r05",100,3,2,"RE-gaussian",5,-67.3765181379296,1,12,87.3567700386047,"ok"
"n100_d3_f2_reg_r06",100,3,2,"RE-gaussian",6,-67.0638033597102,1,12,85.8561418056488,"ok"
"n100_d3_f2_reg_r07",100,3,2,"RE-gaussian",7,-67.2017283385116,1,12,89.4778020381927,"ok"
"n100_d3_f2_reg_r08",100,3,2,"RE-gaussian",8,-67.4285563193093,1,12,89.074324131012,"ok"
"n100_d3_f2_reg_r09",100,3,2,"RE-gaussian",9,-67.5033281743735,1,12,108.920851945877,"ok"
"n100_d3_f2_reg_r10",100,3,2,"RE-gaussian",10,-67.4102489092843,1,12,112.469897031784,"ok"
"n100_d3_f2_reg_r11",100,3,2,"RE-gaussian",11,-67.1302855959817,1,12,114.035869121552,"ok"
"n100_d3_f2_reg_r12",100,3,2,"RE-gaussian",12,-67.4109323374459,1,13,108.219709157944,"ok"
"n100_d3_f2_reg_r13",100,3,2,"RE-gaussian",13,-67.3659447773342,1,12,101.273487091064,"ok"
"n100_d3_f2_reg_r14",100,3,2,"RE-gaussian",14,-67.1067111112925,1,12,91.3779668807983,"ok"
"n100_d3_f2_reg_r15",100,3,2,"RE-gaussian",15,-67.1295489259609,1,12,88.9816200733185,"ok"
"n100_d3_f2_reg_r16",100,3,2,"RE-gaussian",16,-67.2642448007125,1,12,88.1278448104858,"ok"
"n100_d3_f2_reg_r17",100,3,2,"RE-gaussian",17,-67.1791521061835,1,12,87.4712438583374,"ok"
"n100_d3_f2_reg_r18",100,3,2,"RE-gaussian",18,-67.5079139728792,1,12,87.1096761226654,"ok"
"n100_d3_f2_reg_r19",100,3,2,"RE-gaussian",19,-67.318423439088,1,12,86.5764291286469,"ok"
"n100_d3_f2_reg_r20",100,3,2,"RE-gaussian",20,-67.3486589579054,1,12,69.7150480747223,"ok"
"n100_d3_f2_reg_r21",100,3,2,"RE-gaussian",21,-67.3381825322073,1,12,88.6490669250488,"ok"
"n100_d3_f2_reg_r22",100,3,2,"RE-gaussian",22,-66.9639246787219,1,12,93.4107758998871,"ok"
"n100_d3_f2_reg_r23",100,3,2,"RE-gaussian",23,-67.367371372153,1,12,86.3370790481567,"ok"
"n100_d3_f2_reg_r24",100,3,2,"RE-gaussian",24,-67.264911293838,1,12,83.2218708992004,"ok"
"n100_d3_f2_reg_r25",100,3,2,"RE-gaussian",25,-67.2452294606897,1,12,92.3496100902557,"ok"
"n100_d3_f2_reg_r26",100,3,2,"RE-gaussian",26,-67.1556166758761,1,12,94.9851698875427,"ok"
"n100_d3_f2_reg_r27",100,3,2,"RE-gaussian",27,-67.3445323643351,1,12,95.6470830440521,"ok"
"n100_d3_f2_reg_r28",100,3,2,"RE-gaussian",28,-67.08324761039,1,12,95.9687519073486,"ok"
"n100_d3_f2_reg_r29",100,3,2,"RE-gaussian",29,-67.310977136284,1,12,97.7553560733795,"ok"
"n100_d3_f2_reg_r30",100,3,2,"RE-gaussian",30,-67.1009482468152,1,12,92.316370010376,"ok"
"n100_d3_f2_rpm_r01",100,3,2,"RE-pcnmala",1,-68.545856973353,1,14,465.664525032043,"ok"
"n100_d3_f2_rpm_r02",100,3,2,"RE-pcnmala",2,-68.2502593719124,1,13,443.816750764847,"ok"
"n100_d3_f2_rpm_r03",100,3,2,"RE-pcnmala",3,-68.5925166431527,1,13,452.233114957809,"ok"
"n100_d3_f2_rpm_r04",100,3,2,"RE-pcnmala",4,-68.1768772931919,1,14,469.739916086197,"ok"
"n100_d3_f2_rpm_r05",100,3,2,"RE-pcnmala",5,-68.4592240505272,1,13,446.34907412529,"ok"
"n100_d3_f2_rpm_r06",100,3,2,"RE-pcnmala",6,-68.4710582870734,1,13,571.539384841919,"ok"
"n100_d3_f2_rpm_r07",100,3,2,"RE-pcnmala",7,-68.197027507714,1,13,538.81910610199,"ok"
"n100_d3_f2_rpm_r08",100,3,2,"RE-pcnmala",8,-68.520570648271,1,13,486.167912006378,"ok"
"n100_d3_f2_rpm_r09",100,3,2,"RE-pcnmala",9,-68.1396147711771,1,13,565.878488063812,"ok"
"n100_d3_f2_rpm_r10",100,3,2,"RE-pcnmala",10,-67.7261408296208,1,14,750.646620988846,"ok"
"n100_d3_f2_rpm_r11",100,3,2,"RE-pcnmala",11,-67.6272057311124,1,14,712.78567481041,"ok"
"n100_d3_f2_rpm_r12",100,3,2,"RE-pcnmala",12,-68.5578829083279,1,13,577.97617816925,"ok"
"n100_d3_f2_rpm_r13",100,3,2,"RE-pcnmala",13,-68.1320637875307,1,13,583.962189912796,"ok"
"n100_d3_f2_rpm_r14",100,3,2,"RE-pcnmala",14,-67.9763953972874,1,13,517.157124996185,"ok"
"n100_d3_f2_rpm_r15",100,3,2,"RE-pcnmala",15,-68.4755868816057,1,13,526.494755029678,"ok"
"n100_d3_f2_rpm_r16",100,3,2,"RE-pcnmala",16,-68.4463102930089,1,13,558.093930959702,"ok"
"n100_d3_f2_rpm_r17",100,3,2,"RE-pcnmala",17,-67.8457631271732,1,13,466.662734985352,"ok"
"n100_d3_f2_rpm_r18",100,3,2,"RE-pcnmala",18,-68.7114334407163,1,13,434.998734951019,"ok"
"n100_d3_f2_rpm_r19",100,3,2,"RE-pcnmala",19,-67.8161951477534,1,14,459.967515230179,"ok"
"n100_d3_f2_rpm_r20",100,3,2,"RE-pcnmala",20,-68.2273997616512,1,13,520.675375938416,"ok"
"n100_d3_f2_rpm_r21",100,3,2,"RE-pcnmala",21,-67.8390319578321,1,14,435.667609930038,"ok"
"n100_d3_f2_rpm_r22",100,3,2,"RE-pcnmala",22,-68.4646085286626,1,13,491.759051084518,"ok"
"n100_d3_f2_rpm_r23",100,3,2,"RE-pcnmala",23,-68.4071063963317,1,13,503.118897914886,"ok"
"n100_d3_f2_rpm_r24",100,3,2,"RE-pcnmala",24,-68.1316248188948,1,13,475.749965906143,"ok"
"n100_d3_f2_rpm_r25",100,3,2,"RE-pcnmala",25,-68.0802511196805,1,13,456.425378084183,"ok"
"n100_d3_f2_rpm_r26",100,3,2,"RE-pcnmala",26,-68.282271634859,1,13,484.501848936081,"ok"
"n100_d3_f2_rpm_r27",100,3,2,"RE-pcnmala",27,-68.1405893259279,1,13,396.21271109581,"ok"
"n100_d3_f2_rpm_r28",100,3,2,"RE-pcnmala",28,-68.2879673432981,1,13,463.509392976761,"ok"
"n100_d3_f2_rpm_r29",100,3,2,"RE-pcnmala",29,-68.5290015299063,1,13,479.229230880737,"ok"
"n100_d3_f2_rpm_r30",100,3,2,"RE-pcnmala",30,-68.4809416096165,1,13,459.523642063141,"ok"
"n100_d3_f3_abc_r01",100,3,3,"ABC-SMC",1,-81.4957167506149,1,20,36.4971060752869,"ok"
"n100_d3_f3_abc_r02",100,3,3,"ABC-SMC",2,-82.5375457679891,1,18,29.8789072036743,"ok"
"n100_d3_f3_abc_r03",100,3,3,"ABC-SMC",3,-82.0837975736919,1,18,30.6234390735626,"ok"
"n100_d3_f3_abc_r04",100,3,3,"ABC-SMC",4,-77.4686237518721,1,19,30.651223897934,"ok"
"n100_d3_f3_abc_r05",100,3,3,"ABC-SMC",5,-77.8901398932301,1,16,25.490453004837,"ok"
"n100_d3_f3_abc_r06",100,3,3,"ABC-SMC",6,-78.354423385428,1,22,38.7378418445587,"ok"
"n100_d3_f3_abc_r07",100,3,3,"ABC-SMC",7,-74.8603441614578,1,19,32.2370660305023,"ok"
"n100_d3_f3_abc_r08",100,3,3,"ABC-SMC",8,-80.4638526518262,1,18,31.8383150100708,"ok"
"n100_d3_f3_abc_r09",100,3,3,"ABC-SMC",9,-79.6904768181624,1,20,36.8590841293335,"ok"
"n100_d3_f3_abc_r10",100,3,3,"ABC-SMC",10,-80.1322364588023,1,20,38.4429631233215,"ok"
"n100_d3_f3_abc_r11",100,3,3,"ABC-SMC",11,-80.2939807309582,1,17,26.0386598110199,"ok"
"n100_d3_f3_abc_r12",100,3,3,"ABC-SMC",12,-80.2648504763795,1,18,37.5902910232544,"ok"
"n100_d3_f3_abc_r13",100,3,3,"ABC-SMC",13,-81.2382189862582,1,19,32.3382608890533,"ok"
"n100_d3_f3_abc_r14",100,3,3,"ABC-SMC",14,-75.2197321592958,1,16,26.9127109050751,"ok"
"n100_d3_f3_abc_r15",100,3,3,"ABC-SMC",15,-76.2808618189904,1,17,25.5964810848236,"ok"
"n100_d3_f3_abc_r16",100,3,3,"ABC-SMC",16,-79.3532441157827,1,21,36.9663450717926,"ok"
"n100_d3_f3_abc_r17",100,3,3,"ABC-SMC",17,-80.419067562128,1,20,37.4223520755768,"ok"
"n100_d3_f3_abc_r18",100,3,3,"ABC-SMC",18,-79.498210378429,1,19,37.719743013382,"ok"
"n100_d3_f3_abc_r19",100,3,3,"ABC-SMC",19,-80.1605276184083,1,20,37.3684239387512,"ok"
"n100_d3_f3_abc_r20",100,3,3,"ABC-SMC",20,-77.258577384678,1,15,25.324954032898,"ok"
"n100_d3_f3_abc_r21",100,3,3,"ABC-SMC",21,-79.372526206351,1,20,32.6530170440674,"ok"
"n100_d3_f3_abc_r22",100,3,3,"ABC-SMC",22,-74.3883002228278,1,17,31.6227581501007,"ok"
"n100_d3_f3_abc_r23",100,3,3,"ABC-SMC",23,-84.6312456349156,1,21,37.2535910606384,"ok"
"n100_d3_f3_abc_r24",100,3,3,"ABC-SMC",24,-81.9114732734787,1,20,35.367840051651,"ok"
"n100_d3_f3_abc_r25",100,3,3,"ABC-SMC",25,-77.7949242666135,1,20,31.3360481262207,"ok"
"n100_d3_f3_abc_r26",100,3,3,"ABC-SMC",26,-81.1846659208469,1,20,36.4227080345154,"ok"
"n100_d3_f3_abc_r27",100,3,3,"ABC-SMC",27,-72.4740564237593,1,16,25.705048084259,"ok"
"n100_d3_f3_abc_r28",100,3,3,"ABC-SMC",28,-75.6111395332581,1,19,32.3995630741119,"ok"
"n100_d3_f3_abc_r29",100,3,3,"ABC-SMC",29,-79.6957129716647,1,20,33.9286041259766,"ok"
"n100_d3_f3_abc_r30",100,3,3,"ABC-SMC",30,-79.4678228948578,1,21,35.512925863266,"ok"
"n100_d3_f3_reg_r01",100,3,3,"RE-gaussian",1,-66.4670796013749,1,13,91.589958190918,"ok"
"n100_d3_f3_reg_r02",100,3,3,"RE-gaussian",2,-66.4770435032377,1,13,92.1746220588684,"ok"
"n100_d3_f3_reg_r03",100,3,3,"RE-gaussian",3,-66.5787302540114,1,13,92.0760130882263,"ok"
"n100_d3_f3_reg_r04",100,3,3,"RE-gaussian",4,-66.4426923366717,1,13,92.1985428333282,"ok"
"n100_d3_f3_reg_r05",100,3,3,"RE-gaussian",5,-66.6824456686582,1,13,92.3654539585114,"ok"
"n100_d3_f3_reg_r06",100,3,3,"RE-gaussian",6,-66.6114029710727,1,13,89.5441780090332,"ok"
"n100_d3_f3_reg_r07",100,3,3,"RE-gaussian",7,-66.4483349787725,1,13,89.0367419719696,"ok"
"n100_d3_f3_reg_r08",100,3,3,"RE-gaussian",8,-66.4085936022104,1,13,89.6771388053894,"ok"
"n100_d3_f3_reg_r09",100,3,3,"RE-gaussian",9,-66.6593650158602,1,13,90.4058201313019,"ok"
"n100_d3_f3_reg_r10",100,3,3,"RE-gaussian",10,-66.5096294967013,1,13,90.6390359401703,"ok"
"n100_d3_f3_reg_r11",100,3,3,"RE-gaussian",11,-66.5473291718344,1,13,90.2537639141083,"ok"
"n100_d3_f3_reg_r12",100,3,3,"RE-gaussian",12,-66.423117641282,1,13,89.5818419456482,"ok"
"n100_d3_f3_reg_r13",100,3,3,"RE-gaussian",13,-66.5705108237315,1,14,92.9059569835663,"ok"
"n100_d3_f3_reg_r14",100,3,3,"RE-gaussian",14,-66.5867475687744,1,13,90.3172369003296,"ok"
"n100_d3_f3_reg_r15",100,3,3,"RE-gaussian",15,-66.3045913843685,1,13,91.4015619754791,"ok"
"n100_d3_f3_reg_r16",100,3,3,"RE-gaussian",16,-66.3150978482288,1,13,90.2521169185638,"ok"
"n100_d3_f3_reg_r17",100,3,3,"RE-gaussian",17,-66.3849838492442,1,13,86.5243799686432,"ok"
"n100_d3_f3_reg_r18",100,3,3,"RE-gaussian",18,-66.6994129039683,1,13,86.4926559925079,"ok"
"n100_d3_f3_reg_r19",100,3,3,"RE-gaussian",19,-66.4132165419284,1,13,87.399561882019,"ok"
"n100_d3_f3_reg_r20",100,3,3,"RE-gaussian",20,-66.6106487644875,1,13,85.5834450721741,"ok"
"n100_d3_f3_reg_r21",100,3,3,"RE-gaussian",21,-66.6244502669588,1,14,95.8746068477631,"ok"
"n100_d3_f3_reg_r22",100,3,3,"RE-gaussian",22,-66.4281530440206,1,13,90.5098991394043,"ok"
"n100_d3_f3_reg_r23",100,3,3,"RE-gaussian",23,-66.8222151568212,1,13,94.7295138835907,"ok"
"n100_d3_f3_reg_r24",100,3,3,"RE-gaussian",24,-66.4194766991782,1,13,94.7492461204529,"ok"
"n100_d3_f3_reg_r25",100,3,3,"RE-gaussian",25,-66.5429276799658,1,13,94.315367937088,"ok"
"n100_d3_f3_reg_r26",100,3,3,"RE-gaussian",26,-66.6883016057411,1,13,95.676637172699,"ok"
"n100_d3_f3_reg_r27",100,3,3,"RE-gaussian",27,-66.2460745136928,1,13,95.419939994812,"ok"
"n100_d3_f3_reg_r28",100,3,3,"RE-gaussian",28,-66.4078698601713,1,13,93.862074136734,"ok"
"n100_d3_f3_reg_r29",100,3,3,"RE-gaussian",29,-66.3597965261957,1,13,98.9261071681976,"ok"
"n100_d3_f3_reg_r30",100,3,3,"RE-gaussian",30,-66.4513946430577,1,13,114.524658918381,"ok"
"n100_d3_f3_rpm_r01",100,3,3,"RE-pcnmala",1,-67.5388460126181,1,14,453.459831953049,"ok"
"n100_d3_f3_rpm_r02",100,3,3,"RE-pcnmala",2,-67.7549203124264,1,14,502.405943155289,"ok"
"n100_d3_f3_rpm_r03",100,3,3,"RE-pcnmala",3,-67.7975837493061,1,14,551.993016958237,"ok"
"n100_d3_f3_rpm_r04",100,3,3,"RE-pcnmala",4,-67.4343606907404,1,14,561.937325000763,"ok"
"n100_d3_f3_rpm_r05",100,3,3,"RE-pcnmala",5,-67.9713352535422,1,14,576.627348184586,"ok"
"n100_d3_f3_rpm_r06",100,3,3,"RE-pcnmala",6,-67.4291616488696,1,14,676.81883597374,"ok"
"n100_d3_f3_rpm_r07",100,3,3,"RE-pcnmala",7,-67.6041368769962,1,15,837.636312007904,"ok"
"n100_d3_f3_rpm_r08",100,3,3,"RE-pcnmala",8,-67.3786451892655,1,14,673.17154788971,"ok"
"n100_d3_f3_rpm_r09",100,3,3,"RE-pcnmala",9,-67.7244020273832,1,14,682.796182870865,"ok"
"n100_d3_f3_rpm_r10",100,3,3,"RE-pcnmala",10,-67.6238765201885,1,14,664.305815935135,"ok"
"n100_d3_f3_rpm_r11",100,3,3,"RE-pcnmala",11,-68.0052119990803,1,14,725.303299188614,"ok"
"n100_d3_f3_rpm_r12",100,3,3,"RE-pcnmala",12,-67.2125522903427,1,15,893.366767883301,"ok"
"n100_d3_f3_rpm_r13",100,3,3,"RE-pcnmala",13,-67.6047659511667,1,14,670.103637933731,"ok"
"n100_d3_f3_rpm_r14",100,3,3,"RE-pcnmala",14,-67.3897339008115,1,15,900.445406913757,"ok"
"n100_d3_f3_rpm_r15",100,3,3,"RE-pcnmala",15,-67.3451099121827,1,15,904.039530038834,"ok"
"n100_d3_f3_rpm_r16",100,3,3,"RE-pcnmala",16,-67.6508941872154,1,14,686.438220024109,"ok"
